,revid,parentid,user,anon,userid,timestamp,size,sha1,comment,page,date,diff,lag,age
521,232385419,227783129,Velho,,158002,2008-08-16 22:15:30+00:00,8074,b0276c6b06663c8f8cb6cef83f512c1b7c1f7779,/* Bovines */,Buffalo,2008-08-16,1.0,1957388.0,2436.0203703703705
522,233693812,232385419,Bunnyhop11,,7345738,2008-08-23 07:24:04+00:00,8078,2369c07f498e4de70aae00550f5efe1cbbefb35e,/* Computing */,Buffalo,2008-08-23,4.0,551314.0,2442.4013194444447
523,234826416,233693812,86.155.117.187,True,0,2008-08-28 18:10:22+00:00,8082,2aa3b48fbee03b86afadf26915ba20b60aeb85c6,,Buffalo,2008-08-28,4.0,470778.0,2447.850138888889
524,235187139,234826416,Kineticman,,1146458,2008-08-30 14:27:59+00:00,8078,2369c07f498e4de70aae00550f5efe1cbbefb35e,rv vandal,Buffalo,2008-08-30,-4.0,159457.0,2449.6957060185186
525,236228818,235187139,Anne McDermott,,7622424,2008-09-04 13:03:39+00:00,8152,ff2ac50de6cb46eb0ddf1b20f08148819eb05e23,,Buffalo,2008-09-04,74.0,426940.0,2454.637141203704
526,236229059,236228818,Anne McDermott,,7622424,2008-09-04 13:05:14+00:00,8175,c0e75550300a964024e6d15d383e0409522f3f8b,,Buffalo,2008-09-04,23.0,95.0,2454.638240740741
527,236229235,236229059,Anne McDermott,,7622424,2008-09-04 13:06:33+00:00,8279,4aaa5c6d8fd94d6f3b797511f48fc60bf7bd1919,,Buffalo,2008-09-04,104.0,79.0,2454.639155092593
528,236229333,236229235,Anne McDermott,,7622424,2008-09-04 13:07:10+00:00,8334,fdda7ea3833cd41285dee884065ea7cc856f9995,,Buffalo,2008-09-04,55.0,37.0,2454.639583333333
529,236229379,236229333,Anne McDermott,,7622424,2008-09-04 13:07:32+00:00,8335,dc246dae8c1b35a1c138516ddd170a2db9e7594a,,Buffalo,2008-09-04,1.0,22.0,2454.639837962963
530,236973014,236229379,72.191.210.238,True,0,2008-09-08 00:50:15+00:00,8258,81df5a45699d8e76177fdb0e2d0ae4772582a651,/* Fish */,Buffalo,2008-09-08,-77.0,301363.0,2458.127835648148
531,236973094,236973014,Bobo192,,97951,2008-09-08 00:50:44+00:00,8335,dc246dae8c1b35a1c138516ddd170a2db9e7594a,Reverted edits by [[Special:Contributions/72.191.210.238|72.191.210.238]] ([[User talk:72.191.210.238|talk]]) to last version by Anne McDermott,Buffalo,2008-09-08,77.0,29.0,2458.1281712962964
532,239596851,236973094,Colonies Chris,,577301,2008-09-19 16:21:15+00:00,8441,5e77b7954ffc8d807c7c0d283650a673da47c384,/* Arts and entertainment */,Buffalo,2008-09-19,106.0,1006231.0,2469.774363425926
533,239597891,239596851,Colonies Chris,,577301,2008-09-19 16:26:24+00:00,8480,17110812e03a6553d863414bae25f1337525749d,/* See also */,Buffalo,2008-09-19,39.0,309.0,2469.777939814815
534,240331619,239597891,71.56.241.203,True,0,2008-09-23 00:39:01+00:00,8612,26a1cab64b88168ab0a67aa95f950ce3ec339c80,/* Sports teams */,Buffalo,2008-09-23,132.0,288757.0,2473.120034722222
535,241008951,240331619,134.48.56.86,True,0,2008-09-25 22:46:06+00:00,8705,b02512b5fd2c394eab35a496a3869f1281a79d2b,/* Sports teams */,Buffalo,2008-09-25,93.0,252425.0,2476.0416203703703
536,241008996,241008951,134.48.56.86,True,0,2008-09-25 22:46:22+00:00,8707,f927cbb133015eb818030b0382f91a00e7d40160,/* Sports teams */,Buffalo,2008-09-25,2.0,16.0,2476.0418055555556
537,241097568,241008996,Colonies Chris,,577301,2008-09-26 10:27:32+00:00,8480,17110812e03a6553d863414bae25f1337525749d,rvv,Buffalo,2008-09-26,-227.0,42070.0,2476.528726851852
538,241115772,241097568,216.23.249.66,True,0,2008-09-26 12:53:54+00:00,8503,c8b7c40d897b4a5b372419aa2b57b473ad3a594e,/* Fish */,Buffalo,2008-09-26,23.0,8782.0,2476.63037037037
539,241115780,241115772,ABF,,3048050,2008-09-26 12:53:58+00:00,8480,17110812e03a6553d863414bae25f1337525749d,Reverted edits by [[Special:Contributions/216.23.249.66|216.23.249.66]] to last version by Colonies Chris ([[WP:HG|HG]]),Buffalo,2008-09-26,-23.0,4.0,2476.630416666667
540,241640310,241115780,216.194.176.129,True,0,2008-09-28 22:40:35+00:00,8438,7c4004d57e6fc60abd199253c63ef975bbdbd784,,Buffalo,2008-09-28,-42.0,207997.0,2479.0377893518516
541,241642476,241640310,216.194.176.129,True,0,2008-09-28 22:49:48+00:00,8371,2a866ba565ce694e1f16bf063587fe2cab2896a4,,Buffalo,2008-09-28,-67.0,553.0,2479.0441898148147
542,241674546,241642476,198.53.160.105,True,0,2008-09-29 01:42:01+00:00,8362,aa8d2de38c0c379dfaf7eb43eafd7b1ad0834cff,/* United States */,Buffalo,2008-09-29,-9.0,10333.0,2479.1637847222223
543,241674612,241674546,198.53.160.105,True,0,2008-09-29 01:42:22+00:00,7688,29dc3e76ce2911678afdf832acadda12e099baf9,/* Places */,Buffalo,2008-09-29,-674.0,21.0,2479.164027777778
544,241875585,241674612,Ulkomaalainen,,2259477,2008-09-29 22:19:08+00:00,7677,f89d9bcba0be84a0528cf6eb68b174ceef590836,/* Asia */ Asia what?,Buffalo,2008-09-29,-11.0,74206.0,2480.0228935185187
545,242523327,241875585,207.162.61.5,True,0,2008-10-02 16:16:59+00:00,5022,2fb841d65c316f0c99bec86af63ea7d3acc7ac3a,,Buffalo,2008-10-02,-2655.0,237471.0,2482.771400462963
546,242523372,242523327,Tlim7882,,2397930,2008-10-02 16:17:10+00:00,7677,f89d9bcba0be84a0528cf6eb68b174ceef590836,Reverted 1 edit by [[Special:Contributions/207.162.61.5|207.162.61.5]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Ulkomaalainen|Ulkomaalainen]]..,Buffalo,2008-10-02,2655.0,11.0,2482.771527777778
547,242523413,242523372,207.162.61.5,True,0,2008-10-02 16:17:28+00:00,3992,428447659cca1d56a7d0a4d6879a0b64030e2c7d,,Buffalo,2008-10-02,-3685.0,18.0,2482.7717361111113
548,242523478,242523413,RJaguar3,,4156654,2008-10-02 16:17:48+00:00,7677,f89d9bcba0be84a0528cf6eb68b174ceef590836,Reverted edits by [[Special:Contributions/207.162.61.5|207.162.61.5]] to last version by Tlim7882 ([[WP:HG|HG]]),Buffalo,2008-10-02,3685.0,20.0,2482.771967592593
549,242992878,242523478,76.201.156.128,True,0,2008-10-04 17:21:32+00:00,7704,91cea87f584ef223e0b3a716cb9b8f5bdf75aef3,/* Places */,Buffalo,2008-10-04,27.0,176624.0,2484.8162268518518
550,242993129,242992878,76.201.156.128,True,0,2008-10-04 17:22:46+00:00,7751,bfdb52264da0beaa3e4ef8c4dace78b5feaf691c,/* Bovines */,Buffalo,2008-10-04,47.0,74.0,2484.8170833333334
551,242994619,242993129,Ulkomaalainen,,2259477,2008-10-04 17:31:14+00:00,7704,91cea87f584ef223e0b3a716cb9b8f5bdf75aef3,[[WP:UNDO|Undid]] revision 242993129 by [[Special:Contributions/76.201.156.128|76.201.156.128]] ([[User talk:76.201.156.128|talk]]),Buffalo,2008-10-04,-47.0,508.0,2484.822962962963
552,243118613,242994619,Auntof6,,5402993,2008-10-05 06:31:18+00:00,7419,ab9bf22a67aa0154ebee4d56bb4ed250e14d78b7,dab cleanup  using [[Project:AutoWikiBrowser|AWB]],Buffalo,2008-10-05,-285.0,46804.0,2485.364675925926
553,243540240,243118613,24.126.133.133,True,0,2008-10-06 23:16:46+00:00,7417,884e4e854d0e50c6fd75736eaf6bc0a9b1f4493e,,Buffalo,2008-10-06,-2.0,146728.0,2487.0629166666668
554,243540421,243540240,Bobo192,,97951,2008-10-06 23:17:40+00:00,7419,ab9bf22a67aa0154ebee4d56bb4ed250e14d78b7,Reverted edits by [[Special:Contributions/24.126.133.133|24.126.133.133]] ([[User talk:24.126.133.133|talk]]) to last version by Auntof6,Buffalo,2008-10-06,2.0,54.0,2487.063541666667
555,243676562,243540421,77.96.210.158,True,0,2008-10-07 15:59:22+00:00,7412,687bb91ee3d1ae16cfb350b18db566783dc51917,,Buffalo,2008-10-07,-7.0,60102.0,2487.7591666666667
556,243676642,243676562,77.96.210.158,True,0,2008-10-07 15:59:50+00:00,7413,6b3fffded001cdd80261f75bb7e29aaf6fb1c408,,Buffalo,2008-10-07,1.0,28.0,2487.7594907407406
557,243688086,243676642,Dirkbb,,3617193,2008-10-07 16:57:48+00:00,7419,ab9bf22a67aa0154ebee4d56bb4ed250e14d78b7,rvv,Buffalo,2008-10-07,6.0,3478.0,2487.79974537037
558,244146531,243688086,82.34.173.104,True,0,2008-10-09 15:14:47+00:00,7701,949c436f8bef52feedc68bff58b5820ab944b21f,,Buffalo,2008-10-09,282.0,166619.0,2489.7282060185184
559,244146718,244146531,Epbr123,,1395162,2008-10-09 15:15:32+00:00,7419,ab9bf22a67aa0154ebee4d56bb4ed250e14d78b7,Reverted edits by [[Special:Contributions/82.34.173.104|82.34.173.104]] to last version by Dirkbb ([[WP:HG|HG]]),Buffalo,2008-10-09,-282.0,45.0,2489.7287268518517
560,244232575,244146718,99.154.1.73,True,0,2008-10-09 22:00:48+00:00,6880,fa7ba141599db6aca7549dd3447c789344f1179b,/* Bovines */,Buffalo,2008-10-09,-539.0,24316.0,2490.010162037037
561,244232647,244232575,Epbr123,,1395162,2008-10-09 22:01:09+00:00,7419,ab9bf22a67aa0154ebee4d56bb4ed250e14d78b7,Reverted edits by [[Special:Contributions/99.154.1.73|99.154.1.73]] to last version by Epbr123 ([[WP:HG|HG]]),Buffalo,2008-10-09,539.0,21.0,2490.0104050925925
562,244678875,244232647,70.226.169.87,True,0,2008-10-12 00:34:23+00:00,7087,f13ff47a24139def4d70b8c87363aa4fe4c160c7,/* Bovines */,Buffalo,2008-10-12,-332.0,181994.0,2492.1168171296295
563,244678880,244678875,Soliloquial,,3109786,2008-10-12 00:34:26+00:00,7419,ab9bf22a67aa0154ebee4d56bb4ed250e14d78b7,Reverted edits by [[Special:Contributions/70.226.169.87|70.226.169.87]] to last version by Epbr123 ([[WP:HG|HG]]),Buffalo,2008-10-12,332.0,3.0,2492.116851851852
564,244988797,244678880,Richard New Forest,,2962903,2008-10-13 13:51:04+00:00,14037,f7f1bb164cf60d6c2e55b70cfad1cb89647cc32f,"General tidy: remove duplication, remove things without ""buffalo"" in name, organise etc.  Add quite a few.",Buffalo,2008-10-13,6618.0,134198.0,2493.6700694444444
565,244989009,244988797,Richard New Forest,,2962903,2008-10-13 13:52:13+00:00,14034,49bc168507baf58fe085c60df0d3ff8bf291b1f3,"/* Film, TV and drama */ Typo.",Buffalo,2008-10-13,-3.0,69.0,2493.6708680555557
566,244989129,244989009,Richard New Forest,,2962903,2008-10-13 13:52:54+00:00,14036,6088ebcab1aaee2a25b3c52ace3dcae86c388b9b,"/* Film, TV and drama */ Typo.",Buffalo,2008-10-13,2.0,41.0,2493.6713425925927
567,245417517,244989129,Richard New Forest,,2962903,2008-10-15 10:40:07+00:00,14045,f9d9b728e50b83f91b55064b0e4a545230b3be50,/* Publications */ Correction.,Buffalo,2008-10-15,9.0,161233.0,2495.5374652777778
568,245469985,245417517,204.234.241.252,True,0,2008-10-15 16:35:33+00:00,0,da39a3ee5e6b4b0d3255bfef95601890afd80709,[[WP:AES|←]]Blanked the page,Buffalo,2008-10-15,-14045.0,21326.0,2495.7842939814814
569,245470003,245469985,BranStark,,931155,2008-10-15 16:35:38+00:00,14045,f9d9b728e50b83f91b55064b0e4a545230b3be50,Reverted edits by [[Special:Contributions/204.234.241.252|204.234.241.252]] to last version by Richard New Forest ([[WP:HG|HG]]),Buffalo,2008-10-15,14045.0,5.0,2495.7843518518516
570,245772482,245470003,24.13.207.35,True,0,2008-10-16 22:55:56+00:00,14054,4d25eb01b6321020e51196174ee09d5dd7900a60,,Buffalo,2008-10-16,9.0,109218.0,2497.048449074074
571,245811148,245772482,71.17.41.147,True,0,2008-10-17 02:44:19+00:00,14028,8e284e088a5f65af12ec6be18216787616749529,vandalism,Buffalo,2008-10-17,-26.0,13703.0,2497.207048611111
572,246374710,245811148,Auntof6,,5402993,2008-10-19 22:13:13+00:00,14024,adc854d12d4bb151edd6e2cdf35ac9e3e4dfe873,dab cleanup  using [[Project:AutoWikiBrowser|AWB]],Buffalo,2008-10-19,-4.0,242934.0,2500.0187847222223
573,247154452,246374710,GM Pink Elephant,,6117963,2008-10-23 12:18:40+00:00,14015,8e4c6a05f6b64cefacb2c7ea474b714df87225d4,removing vandalism,Buffalo,2008-10-23,-9.0,309927.0,2503.605902777778
574,247523540,247154452,Oreo Priest,,1559168,2008-10-25 03:27:49+00:00,14012,7d4dbc7c1fa7076a2902923fcb587eb4ded07c93,/* Other */,Buffalo,2008-10-25,-3.0,140949.0,2505.2372569444447
575,250933914,247523540,79.112.45.150,True,0,2008-11-10 19:30:47+00:00,14071,8ee45227075008cae8b8f4dc042fad066f759da4,,Buffalo,2008-11-10,59.0,1440178.0,2521.9059837962964
576,250947568,250933914,Richard New Forest,,2962903,2008-11-10 20:35:26+00:00,14012,7d4dbc7c1fa7076a2902923fcb587eb4ded07c93,[[WP:UNDO|Undid]] revision 250933914 by [[Special:Contributions/79.112.45.150|79.112.45.150]] ([[User talk:79.112.45.150|talk]])  Revert: already covered.,Buffalo,2008-11-10,-59.0,3879.0,2521.9508796296295
577,251662189,250947568,Alpha Centaury,,4764892,2008-11-13 23:47:56+00:00,14054,b8a80c85b287da39cda3bf206933b2a9ba07a0ed,,Buffalo,2008-11-13,42.0,270750.0,2525.084560185185
578,252418407,251662189,Gjs238,,486612,2008-11-17 19:31:26+00:00,14076,d11d56d0f8a594ff6fd339530c41d9df3f7b1abc,+ {{lookfrom|Buffalo}},Buffalo,2008-11-17,22.0,330210.0,2528.9064351851853
579,252470144,252418407,Blondex03250,,8341356,2008-11-18 00:00:20+00:00,14031,400dc3a63c1fcfe16ef6af7185c7e934cb61570d,/* Cattle */,Buffalo,2008-11-18,-45.0,16134.0,2529.093171296296
580,252479502,252470144,88.83.44.135,True,0,2008-11-18 00:54:18+00:00,14018,5f91a8a099b09039639cd2338099c74c0714e414,,Buffalo,2008-11-18,-13.0,3238.0,2529.1306481481483
581,253001517,252479502,195.194.178.251,True,0,2008-11-20 16:13:06+00:00,32,9f250383a8b8c5fce1bbc69251e9804cfa62aff0,[[WP:AES|←]]Replaced content with 'A Buffalo is an animal. FACT!!!!',Buffalo,2008-11-20,-13986.0,227928.0,2531.7687037037035
582,253001532,253001517,Capricorn42,,8163010,2008-11-20 16:13:11+00:00,14018,5f91a8a099b09039639cd2338099c74c0714e414,Reverted edits by [[Special:Contributions/195.194.178.251|195.194.178.251]] to last version by 88.83.44.135 ([[WP:HG|HG]]),Buffalo,2008-11-20,13986.0,5.0,2531.7687615740742
583,253138715,253001532,DocWatson42,,38455,2008-11-21 05:52:00+00:00,14009,7440ae55e6fc26fa508891372bc9cba502d8d3b0,/* Animals */ Made a link direct.,Buffalo,2008-11-21,-9.0,49129.0,2532.337384259259
584,253138834,253138715,DocWatson42,,38455,2008-11-21 05:53:04+00:00,14018,aa94f06dab764f8f68a90086e2d65e2bd60c0086,/* Animals */,Buffalo,2008-11-21,9.0,64.0,2532.338125
585,253397325,253138834,71.241.183.148,True,0,2008-11-22 14:42:14+00:00,13560,6438877ac7c7470e561a26cf89beaa28f194022f,/* Animals */,Buffalo,2008-11-22,-458.0,118150.0,2533.705601851852
586,253397336,253397325,Capricorn42,,8163010,2008-11-22 14:42:19+00:00,14018,aa94f06dab764f8f68a90086e2d65e2bd60c0086,Reverted edits by [[Special:Contributions/71.241.183.148|71.241.183.148]] to last version by DocWatson42 ([[WP:HG|HG]]),Buffalo,2008-11-22,458.0,5.0,2533.705659722222
587,253397730,253397336,71.241.183.148,True,0,2008-11-22 14:45:27+00:00,12850,a044defde692d29af3da4188bc1c0c8b21a71f47,/* Animals */,Buffalo,2008-11-22,-1168.0,188.0,2533.7078356481484
588,253397739,253397730,Capricorn42,,8163010,2008-11-22 14:45:30+00:00,14018,aa94f06dab764f8f68a90086e2d65e2bd60c0086,Reverted edits by [[Special:Contributions/71.241.183.148|71.241.183.148]] to last version by Unpopular Opinion ([[WP:HG|HG]]),Buffalo,2008-11-22,1168.0,3.0,2533.7078703703705
589,253397852,253397739,71.241.183.148,True,0,2008-11-22 14:46:21+00:00,12872,24618d67f49df017a94c4ee1c3c46f07498166f2,/* Animals */,Buffalo,2008-11-22,-1146.0,51.0,2533.708460648148
590,253398083,253397852,Drutt,,3693788,2008-11-22 14:48:12+00:00,14018,aa94f06dab764f8f68a90086e2d65e2bd60c0086,[[WP:UNDO|Undid]] revision 253397852 by [[Special:Contributions/71.241.183.148|71.241.183.148]] ([[User talk:71.241.183.148|talk]]),Buffalo,2008-11-22,1146.0,111.0,2533.7097453703705
591,254258001,253398083,164.116.249.124,True,0,2008-11-26 17:26:09+00:00,14057,14633c77bf63e2e4fc8a4b7b172aa629ea228aa1,,Buffalo,2008-11-26,39.0,355077.0,2537.8194328703703
592,254258058,254258001,John254,,1473716,2008-11-26 17:26:35+00:00,14018,aa94f06dab764f8f68a90086e2d65e2bd60c0086,Reverted edits by [[Special:Contributions/164.116.249.124|164.116.249.124]] ([[User talk:164.116.249.124|talk]]) to last version by Drutt,Buffalo,2008-11-26,-39.0,26.0,2537.819733796296
593,254294822,254258058,Ken Gallager,,1175300,2008-11-26 20:44:59+00:00,14042,992ffb6c4e9fd4e19df8c9a58ddf05e4ba4ff313,/* United States */ KY,Buffalo,2008-11-26,24.0,11904.0,2537.957511574074
594,254538151,254294822,Billinghurst,,3596390,2008-11-28 03:09:17+00:00,14114,7d415a3ed5e5d52dbb3438d24237751e2c4d8dc5,/* Animals */ add ''bubalus'' for the genus type,Buffalo,2008-11-28,72.0,109458.0,2539.2243865740743
595,255619936,254538151,Profession,,1518527,2008-12-03 12:19:15+00:00,14114,505884f76fff9ae3f6e5607bccc65d9b03645ae3,"/* Companies and organizations */ organ-iZe is a standardized form of English language, both UK and US English accepts -ize but US English does not accept -ise",Buffalo,2008-12-03,0.0,464998.0,2544.6063078703705
596,255626210,255619936,Richard New Forest,,2962903,2008-12-03 13:18:19+00:00,14114,7d415a3ed5e5d52dbb3438d24237751e2c4d8dc5,"[[WP:UNDO|Undid]] revision 255619936 by [[Special:Contributions/Profession|Profession]] This article is established as standard Br spelling, which is now normally -ise.  Restore as per [[WP:ENGVAR]].",Buffalo,2008-12-03,0.0,3544.0,2544.647326388889
597,255628960,255626210,Richard New Forest,,2962903,2008-12-03 13:45:22+00:00,14148,4289442d8bb7bba4f60940beb976ab74a55496a0,"[[WP:MOSDAB]]: Headword first.  Inset subordinate links.  Restore heading and African buffalo, lost in missed vandalism.",Buffalo,2008-12-03,34.0,1623.0,2544.666111111111
598,255698728,255628960,199.216.194.140,True,0,2008-12-03 20:22:56+00:00,13961,f95af543066e66902308cd22124c74f5e6a27b16,,Buffalo,2008-12-03,-187.0,23854.0,2544.942199074074
599,255699115,255698728,ABF,,3048050,2008-12-03 20:25:03+00:00,14148,4289442d8bb7bba4f60940beb976ab74a55496a0,Reverted edits by [[Special:Contributions/199.216.194.140|199.216.194.140]] to last version by Richard New Forest ([[WP:HG|HG]]),Buffalo,2008-12-03,187.0,127.0,2544.9436689814816
600,255727858,255699115,72.184.209.88,True,0,2008-12-03 22:53:11+00:00,14184,b0fe399bcba7698337cced3f677ba657c794bbde,/* Birds */,Buffalo,2008-12-03,36.0,8888.0,2545.046539351852
601,255727889,255727858,Sionus,,8124546,2008-12-03 22:53:20+00:00,14148,4289442d8bb7bba4f60940beb976ab74a55496a0,Reverted edits by [[Special:Contributions/72.184.209.88|72.184.209.88]] to last version by ABF ([[WP:HG|HG]]),Buffalo,2008-12-03,-36.0,9.0,2545.0466435185185
602,256168909,255727889,67.10.223.99,True,0,2008-12-06 03:32:15+00:00,14148,b36717c54db87873d9497f7ddb4fe62fbae39ffb,/* Companies and organisations */,Buffalo,2008-12-06,0.0,189535.0,2547.240335648148
603,257507020,256168909,216.174.135.122,True,0,2008-12-12 15:34:13+00:00,14164,bb16474769aed8c109b189262a3fa9e7e8d17297,/* Cattle */,Buffalo,2008-12-12,16.0,561718.0,2553.741701388889
604,257521607,257507020,Elonka,,438626,2008-12-12 16:58:17+00:00,14148,b36717c54db87873d9497f7ddb4fe62fbae39ffb,Reverted edits by [[Special:Contributions/216.174.135.122|216.174.135.122]] ([[User talk:216.174.135.122|talk]]) to last version by 67.10.223.99,Buffalo,2008-12-12,-16.0,5044.0,2553.8000810185185
605,257861562,257521607,Celtic patriot,,8512446,2008-12-14 07:09:49+00:00,14160,8e7a48dee074d8afaa3d67cbf7636e91049e52b0,,Buffalo,2008-12-14,12.0,137492.0,2555.391423611111
606,257861739,257861562,Bongwarrior,,1879566,2008-12-14 07:11:14+00:00,14148,b36717c54db87873d9497f7ddb4fe62fbae39ffb,Reverted edits by [[Special:Contributions/Celtic patriot|Celtic patriot]] ([[User talk:Celtic patriot|talk]]) to last version by Elonka,Buffalo,2008-12-14,-12.0,85.0,2555.3924074074075
607,258282164,257861739,24.187.132.122,True,0,2008-12-16 03:45:35+00:00,13393,4b1193d8bb9c13a78059a6c7fd08a05d8d96de1b,,Buffalo,2008-12-16,-755.0,160461.0,2557.2495949074073
608,258282171,258282164,Alansohn,,118722,2008-12-16 03:45:38+00:00,14148,b36717c54db87873d9497f7ddb4fe62fbae39ffb,Reverted edits by [[Special:Contributions/24.187.132.122|24.187.132.122]] to last version by Bongwarrior ([[WP:HG|HG]]),Buffalo,2008-12-16,755.0,3.0,2557.2496296296295
609,258282961,258282171,24.187.132.122,True,0,2008-12-16 03:50:07+00:00,33,3fe84f91bbf12abce6742be821eee23e2895ad2b,[[WP:AES|←]]Replaced content with 'giants are the best buffalo sucks',Buffalo,2008-12-16,-14115.0,269.0,2557.2527430555556
610,258282969,258282961,Alansohn,,118722,2008-12-16 03:50:10+00:00,14148,b36717c54db87873d9497f7ddb4fe62fbae39ffb,Reverted edits by [[Special:Contributions/24.187.132.122|24.187.132.122]] to last version by Alansohn ([[WP:HG|HG]]),Buffalo,2008-12-16,14115.0,3.0,2557.2527777777777
611,258499808,258282969,98.212.234.104,True,0,2008-12-17 03:22:39+00:00,19,4e882607a952705f1c12b0567554f68ee04a53d2,[[WP:AES|←]]Replaced content with 'hey can u see this?',Buffalo,2008-12-17,-14129.0,84749.0,2558.2336689814815
612,258499816,258499808,Tempodivalse,,7566789,2008-12-17 03:22:42+00:00,14148,b36717c54db87873d9497f7ddb4fe62fbae39ffb,Reverted edits by [[Special:Contributions/98.212.234.104|98.212.234.104]] to last version by Alansohn ([[WP:HG|HG]]),Buffalo,2008-12-17,14129.0,3.0,2558.2337037037037
613,258500403,258499816,11mathew08,,8544441,2008-12-17 03:26:44+00:00,15,4921e5251f3e87b409a6ff115fc740efc147ea38,[[WP:AES|←]]Replaced content with 'can u see this?',Buffalo,2008-12-17,-14133.0,242.0,2558.2365046296295
614,258500409,258500403,Tempodivalse,,7566789,2008-12-17 03:26:48+00:00,14148,b36717c54db87873d9497f7ddb4fe62fbae39ffb,Reverted edits by [[Special:Contributions/11mathew08|11mathew08]] to last version by Tempodivalse ([[WP:HG|HG]]),Buffalo,2008-12-17,14133.0,4.0,2558.2365509259257
615,258500657,258500409,11mathew08,,8544441,2008-12-17 03:28:27+00:00,17,622bc31a062c2e92f59b53b4a4139f27f7f7da28,Hey this is cool,Buffalo,2008-12-17,-14131.0,99.0,2558.237696759259
616,258500665,258500657,Tempodivalse,,7566789,2008-12-17 03:28:29+00:00,14148,b36717c54db87873d9497f7ddb4fe62fbae39ffb,Reverted edits by [[Special:Contributions/11mathew08|11mathew08]] to last version by Tempodivalse ([[WP:HG|HG]]),Buffalo,2008-12-17,14131.0,2.0,2558.2377199074076
617,258500776,258500665,11mathew08,,8544441,2008-12-17 03:29:18+00:00,14179,50bdf99490c7b3e05c1438e0e1439c01bc3f4d2f,Look at this,Buffalo,2008-12-17,31.0,49.0,2558.238287037037
618,258500795,258500776,Alansohn,,118722,2008-12-17 03:29:23+00:00,14148,b36717c54db87873d9497f7ddb4fe62fbae39ffb,Reverted edits by [[Special:Contributions/11mathew08|11mathew08]] to last version by Tempodivalse ([[WP:HG|HG]]),Buffalo,2008-12-17,-31.0,5.0,2558.2383449074073
619,258500992,258500795,11mathew08,,8544441,2008-12-17 03:30:44+00:00,14165,987c83813e737e942c4e17b9413735cc8f226d6f,,Buffalo,2008-12-17,17.0,81.0,2558.2392824074072
620,258501009,258500992,Marek69,,1469567,2008-12-17 03:30:50+00:00,14148,b36717c54db87873d9497f7ddb4fe62fbae39ffb,Reverted edits by [[Special:Contributions/11mathew08|11mathew08]] to last version by Alansohn ([[WP:HG|HG]]),Buffalo,2008-12-17,-17.0,6.0,2558.239351851852
621,259933547,258501009,69.248.112.34,True,0,2008-12-24 17:43:30+00:00,14152,e5b193a00c72181de3e0ea5714b3ced33f1fdd9a,/* Cattle */ italicizing genus,Buffalo,2008-12-24,4.0,655960.0,2565.8314814814817
622,260395598,259933547,68.84.247.222,True,0,2008-12-27 23:09:13+00:00,14149,d9440230cee96d2f5cd3f73cc6cdf503ba9021c7,/* Cattle */,Buffalo,2008-12-27,-3.0,278743.0,2569.057673611111
623,260429558,260395598,Zweifel,,1635985,2008-12-28 03:21:38+00:00,14152,e5b193a00c72181de3e0ea5714b3ced33f1fdd9a,rvv,Buffalo,2008-12-28,3.0,15145.0,2569.232962962963
624,260457009,260429558,Jwanders,,171991,2008-12-28 07:39:29+00:00,14183,ffdce43771670f1cb0a17eb17a0cff1cdb167e76,/* United States */ sign posting Buffalo,Buffalo,2008-12-28,31.0,15471.0,2569.412025462963
625,261721841,260457009,141.155.157.51,True,0,2009-01-03 18:32:17+00:00,14263,847d0fb453894baa800fbd2f9fbdbbcbfd71024d,/* United States */,Buffalo,2009-01-03,80.0,557568.0,2575.8653587962963
626,261722107,261721841,141.155.157.51,True,0,2009-01-03 18:33:31+00:00,14318,d1e95d2bb19ba0eca498d03f2a3e124beb9d9ea3,/* United States */,Buffalo,2009-01-03,55.0,74.0,2575.866215277778
627,262061706,261722107,Altenmann,,28438,2009-01-05 08:55:43+00:00,13653,59d4992c3d96fc448faa4ceb7d19c5e5a767fb5a,"/* Other */ rm things not called ""buffalo""",Buffalo,2009-01-05,-665.0,138132.0,2577.464965277778
628,262061783,262061706,Altenmann,,28438,2009-01-05 08:56:45+00:00,12638,2d4481c89096af3fc0626b4177fbbb7c141b7e28,"/* Film, TV and drama */ rm things not called buffalo",Buffalo,2009-01-05,-1015.0,62.0,2577.4656828703705
629,262061861,262061783,Altenmann,,28438,2009-01-05 08:57:43+00:00,12034,7a3ea8b9576ba5ba6617abaa32cbb7ba48c15368,/* Companies and organizations */ rm things not called buffalo,Buffalo,2009-01-05,-604.0,58.0,2577.466354166667
630,262061918,262061861,Altenmann,,28438,2009-01-05 08:58:23+00:00,11609,fb72577b1ad9c5b528d2b48dd9d925012ddfeeee,/* Publications */ rm things not called buffalo,Buffalo,2009-01-05,-425.0,40.0,2577.46681712963
631,262061975,262061918,Altenmann,,28438,2009-01-05 08:59:15+00:00,10561,69c8f48f5be943d87562a959a86530d2600434af,/* Music */ rm things not called buffalo,Buffalo,2009-01-05,-1048.0,52.0,2577.4674189814814
632,262062071,262061975,Altenmann,,28438,2009-01-05 09:00:21+00:00,10517,d7d90cc698281eec096e75393f4032d1061f6e4e,/* Elsewhere */ rm redlinked not linked in wikipedia,Buffalo,2009-01-05,-44.0,66.0,2577.4681828703706
